
=================================================================
  InvoiceTriageEnv — REINFORCE Training
  Tasks: ['easy_approve_clean', 'easy_reject_no_po', 'easy_utilities_approve', 'easy_travel_approve', 'easy_missing_approval', 'medium_amount_mismatch', 'medium_duplicate_detection', 'medium_fx_currency_risk', 'medium_equipment_over_budget', 'medium_subscription_overbill', 'medium_split_invoice_abuse', 'hard_multi_issue_fraud', 'hard_suspicious_vendor', 'hard_ghost_vendor', 'hard_tax_fraud_pattern', 'hard_healthcare_complex']
  Episodes: 5000 | LR: 0.0003 | γ: 0.99
  Policy params: 366,602
=================================================================

  Ep    1/5000 | task=easy_approve_clean             | score=0.0001 | avg20=0.0001 | steps= 5 | loss=-0.1572
  Ep  220/5000 | task=hard_multi_issue_fraud         | score=0.1097 | avg20=0.1673 | steps= 5 | loss=-0.8186
  Ep  230/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2302 | steps= 5 | loss=1.1284
  Ep  240/5000 | task=hard_healthcare_complex        | score=0.1273 | avg20=0.2281 | steps= 5 | loss=0.0037
  Ep  250/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.2262 | steps= 5 | loss=0.0752
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep0250.pt
  Ep  260/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1956 | steps= 7 | loss=-1.0680
  Ep  270/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1422 | steps= 6 | loss=-0.2219
  Ep  280/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1893 | steps= 5 | loss=-0.4431
  Ep  290/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.1598 | steps= 3 | loss=0.7656
  Ep  300/5000 | task=hard_multi_issue_fraud         | score=0.2516 | avg20=0.1386 | steps= 7 | loss=-1.0169
  Ep  310/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1595 | steps= 4 | loss=0.8573
  Ep  320/5000 | task=hard_healthcare_complex        | score=0.0273 | avg20=0.1359 | steps=10 | loss=0.2652
  Ep  330/5000 | task=medium_subscription_overbill   | score=0.5875 | avg20=0.2764 | steps= 5 | loss=0.5536
  Ep  340/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.3360 | steps= 4 | loss=-0.3598
  Ep  350/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1736 | steps= 7 | loss=0.5678
  Ep  360/5000 | task=medium_fx_currency_risk        | score=0.5875 | avg20=0.1769 | steps= 5 | loss=0.3209
  Ep  370/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.2237 | steps= 3 | loss=0.2252
  Ep  380/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2136 | steps= 5 | loss=-0.7396
  Ep  390/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2258 | steps= 6 | loss=0.4053
  Ep  400/5000 | task=hard_healthcare_complex        | score=0.5818 | avg20=0.2461 | steps= 5 | loss=-0.5210
  Ep  410/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.2495 | steps= 5 | loss=-0.4650
  Ep  420/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2531 | steps= 4 | loss=-0.4115
  Ep  430/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1468 | steps= 5 | loss=-0.0354
  Ep  440/5000 | task=medium_fx_currency_risk        | score=0.2500 | avg20=0.1444 | steps= 6 | loss=-1.1640
  Ep  450/5000 | task=easy_reject_no_po              | score=0.7571 | avg20=0.2102 | steps= 5 | loss=-0.5114
  Ep  460/5000 | task=hard_multi_issue_fraud         | score=0.3806 | avg20=0.2313 | steps= 9 | loss=1.1886
  Ep  470/5000 | task=medium_amount_mismatch         | score=0.1875 | avg20=0.3135 | steps= 9 | loss=0.5341
  Ep  480/5000 | task=hard_healthcare_complex        | score=0.2091 | avg20=0.3122 | steps=13 | loss=2.4695
  Ep  490/5000 | task=medium_subscription_overbill   | score=0.2375 | avg20=0.3085 | steps= 7 | loss=-0.1069
  Ep  500/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2469 | steps= 4 | loss=-0.3074
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep0500.pt
  Ep  510/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1197 | steps= 8 | loss=-0.5239
  Ep  520/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1058 | steps= 5 | loss=-0.4024
  Ep  530/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.1672 | steps= 5 | loss=-0.2764
  Ep  540/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1743 | steps= 7 | loss=-0.9870
  Ep  550/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1191 | steps= 4 | loss=0.1140
  Ep  560/5000 | task=hard_healthcare_complex        | score=0.6909 | avg20=0.1565 | steps= 8 | loss=-0.3156
  Ep  570/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.3118 | steps= 5 | loss=0.8304
  Ep  580/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2532 | steps= 5 | loss=-0.8220
  Ep  590/5000 | task=hard_ghost_vendor              | score=0.2080 | avg20=0.1253 | steps= 5 | loss=-0.2743
  Ep  600/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0779 | steps= 6 | loss=-0.2904
  Ep  610/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.0753 | steps= 4 | loss=-0.9792
  Ep  620/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2260 | steps= 6 | loss=-0.6673
  Ep  630/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2673 | steps= 4 | loss=-0.1149
  Ep  640/5000 | task=hard_healthcare_complex        | score=0.2364 | avg20=0.1590 | steps= 9 | loss=0.1962
  Ep  650/5000 | task=medium_subscription_overbill   | score=0.2500 | avg20=0.1320 | steps= 6 | loss=0.9678
  Ep  660/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1486 | steps= 4 | loss=0.3429
  Ep  670/5000 | task=hard_ghost_vendor              | score=0.3920 | avg20=0.1966 | steps= 6 | loss=-1.2339
  Ep  680/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2086 | steps= 5 | loss=-1.0210
  Ep  690/5000 | task=easy_reject_no_po              | score=0.0714 | avg20=0.1922 | steps= 4 | loss=-0.4206
  Ep  700/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1938 | steps=14 | loss=-0.1769
  Ep  710/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1705 | steps= 5 | loss=0.1572
  Ep  720/5000 | task=hard_healthcare_complex        | score=0.2455 | avg20=0.2283 | steps= 7 | loss=-0.9371
  Ep  730/5000 | task=medium_subscription_overbill   | score=0.2375 | avg20=0.2297 | steps= 8 | loss=1.0045
  Ep  740/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2123 | steps= 4 | loss=-0.2305
  Ep  750/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2164 | steps=20 | loss=0.3340
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep0750.pt
  Ep  760/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1202 | steps= 6 | loss=-0.1906
  Ep  770/5000 | task=easy_reject_no_po              | score=0.6857 | avg20=0.1315 | steps=11 | loss=0.6098
  Ep  780/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1934 | steps=12 | loss=0.5991
  Ep  790/5000 | task=medium_amount_mismatch         | score=0.5625 | avg20=0.2549 | steps= 5 | loss=1.2324
  Ep  800/5000 | task=hard_healthcare_complex        | score=0.6455 | avg20=0.3170 | steps=13 | loss=0.0293
  Ep  810/5000 | task=medium_subscription_overbill   | score=0.8625 | avg20=0.3781 | steps=11 | loss=0.3317
  Ep  820/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.3080 | steps= 4 | loss=1.6190
  Ep  830/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2076 | steps= 8 | loss=0.3740
  Ep  840/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1732 | steps= 5 | loss=0.9544
  Ep  850/5000 | task=easy_reject_no_po              | score=0.0143 | avg20=0.1451 | steps= 7 | loss=-0.2650
  Ep  860/5000 | task=hard_multi_issue_fraud         | score=0.1097 | avg20=0.1650 | steps= 5 | loss=-1.2246
  Ep  870/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.0994 | steps= 5 | loss=1.0215
  Ep  880/5000 | task=hard_healthcare_complex        | score=0.6182 | avg20=0.1184 | steps=20 | loss=-0.0395
  Ep  890/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.2280 | steps= 6 | loss=0.1598
  Ep  900/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1889 | steps= 4 | loss=1.0981
  Ep  910/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0973 | steps= 6 | loss=-0.6490
  Ep  920/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1986 | steps= 5 | loss=-0.4423
  Ep  930/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2341 | steps= 3 | loss=-2.3297
  Ep  940/5000 | task=hard_multi_issue_fraud         | score=0.2194 | avg20=0.1853 | steps=11 | loss=0.4933
  Ep  950/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2052 | steps= 4 | loss=-0.5061
  Ep  960/5000 | task=hard_healthcare_complex        | score=0.6818 | avg20=0.2091 | steps=11 | loss=0.5685
  Ep  970/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1608 | steps= 5 | loss=-0.3631
  Ep  980/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1961 | steps= 4 | loss=-0.5514
  Ep  990/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.3549 | steps= 5 | loss=-1.6704
  Ep 1000/5000 | task=medium_fx_currency_risk        | score=0.5875 | avg20=0.3188 | steps= 5 | loss=0.1617
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep1000.pt
  Ep 1010/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.1636 | steps= 3 | loss=-0.0252
  Ep 1020/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1257 | steps= 6 | loss=-1.2618
  Ep 1030/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.1304 | steps= 4 | loss=0.2665
  Ep 1040/5000 | task=hard_healthcare_complex        | score=0.2273 | avg20=0.1550 | steps=10 | loss=-0.6914
  Ep 1050/5000 | task=medium_subscription_overbill   | score=0.5875 | avg20=0.2635 | steps= 6 | loss=0.5999
  Ep 1060/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2580 | steps= 5 | loss=1.1070
  Ep 1070/5000 | task=hard_ghost_vendor              | score=0.2080 | avg20=0.2110 | steps= 5 | loss=-2.1322
  Ep 1080/5000 | task=medium_fx_currency_risk        | score=0.5875 | avg20=0.1994 | steps= 5 | loss=-0.4327
  Ep 1090/5000 | task=easy_reject_no_po              | score=0.0143 | avg20=0.1143 | steps= 7 | loss=0.2022
  Ep 1100/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1490 | steps=20 | loss=0.3545
  Ep 1110/5000 | task=medium_amount_mismatch         | score=0.5375 | avg20=0.2254 | steps= 6 | loss=-0.0853
  Ep 1120/5000 | task=hard_healthcare_complex        | score=0.6636 | avg20=0.2756 | steps=11 | loss=-0.2722
  Ep 1130/5000 | task=medium_subscription_overbill   | score=0.8750 | avg20=0.2826 | steps= 8 | loss=-0.7508
  Ep 1140/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2942 | steps= 4 | loss=0.0185
  Ep 1150/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2919 | steps= 5 | loss=-2.3555
  Ep 1160/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2088 | steps= 5 | loss=0.2741
  Ep 1170/5000 | task=easy_reject_no_po              | score=0.7429 | avg20=0.2881 | steps= 6 | loss=0.6591
  Ep 1180/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.3314 | steps=20 | loss=0.4828
  Ep 1190/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2881 | steps= 4 | loss=-0.4092
  Ep 1200/5000 | task=hard_healthcare_complex        | score=0.1818 | avg20=0.2757 | steps=15 | loss=-0.4341
  Ep 1210/5000 | task=medium_subscription_overbill   | score=0.2250 | avg20=0.2362 | steps= 8 | loss=0.0850
  Ep 1220/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1916 | steps= 4 | loss=0.4350
  Ep 1230/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1360 | steps= 6 | loss=-2.5991
  Ep 1240/5000 | task=medium_fx_currency_risk        | score=0.2500 | avg20=0.1203 | steps= 6 | loss=-0.5823
  Ep 1250/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2149 | steps=10 | loss=0.3647
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep1250.pt
  Ep 1260/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2900 | steps= 5 | loss=-2.0069
  Ep 1270/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1777 | steps= 6 | loss=0.2194
  Ep 1280/5000 | task=hard_healthcare_complex        | score=0.4909 | avg20=0.1710 | steps= 6 | loss=-0.3139
  Ep 1290/5000 | task=medium_subscription_overbill   | score=0.8625 | avg20=0.2738 | steps= 7 | loss=0.2400
  Ep 1300/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.3113 | steps= 5 | loss=-0.3776
  Ep 1310/5000 | task=hard_ghost_vendor              | score=0.3920 | avg20=0.3384 | steps= 6 | loss=-2.8270
  Ep 1320/5000 | task=medium_fx_currency_risk        | score=0.2500 | avg20=0.2884 | steps= 6 | loss=-0.7818
  Ep 1330/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2312 | steps= 3 | loss=-4.2324
  Ep 1340/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2010 | steps= 5 | loss=-3.7077
  Ep 1350/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1489 | steps= 4 | loss=-1.0336
  Ep 1360/5000 | task=hard_healthcare_complex        | score=0.2273 | avg20=0.1638 | steps=10 | loss=-0.5370
  Ep 1370/5000 | task=medium_subscription_overbill   | score=0.5875 | avg20=0.2316 | steps= 5 | loss=0.3043
  Ep 1380/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2075 | steps= 4 | loss=0.0598
  Ep 1390/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1870 | steps= 5 | loss=-1.7241
  Ep 1400/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1544 | steps= 5 | loss=-0.3102
  Ep 1410/5000 | task=easy_reject_no_po              | score=0.7714 | avg20=0.2136 | steps= 5 | loss=0.1737
  Ep 1420/5000 | task=hard_multi_issue_fraud         | score=0.2516 | avg20=0.3743 | steps= 7 | loss=-0.9918
  Ep 1430/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2636 | steps= 6 | loss=0.5192
  Ep 1440/5000 | task=hard_healthcare_complex        | score=0.1818 | avg20=0.1420 | steps=14 | loss=0.3094
  Ep 1450/5000 | task=medium_subscription_overbill   | score=0.2250 | avg20=0.1386 | steps= 9 | loss=-0.7961
  Ep 1460/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1624 | steps= 4 | loss=0.5267
  Ep 1470/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1715 | steps= 7 | loss=-0.7238
  Ep 1480/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1687 | steps= 6 | loss=2.1325
  Ep 1490/5000 | task=easy_reject_no_po              | score=0.0429 | avg20=0.1899 | steps= 6 | loss=-0.3027
  Ep 1500/5000 | task=hard_multi_issue_fraud         | score=0.2452 | avg20=0.2474 | steps= 8 | loss=-1.8372
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep1500.pt
  Ep 1510/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2648 | steps= 5 | loss=0.8608
  Ep 1520/5000 | task=hard_healthcare_complex        | score=0.2455 | avg20=0.2070 | steps= 7 | loss=-0.2487
  Ep 1530/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1874 | steps= 5 | loss=0.8588
  Ep 1540/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2194 | steps= 4 | loss=-0.0592
  Ep 1550/5000 | task=hard_ghost_vendor              | score=0.2000 | avg20=0.1933 | steps=12 | loss=2.3992
  Ep 1560/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1375 | steps= 5 | loss=-0.9826
  Ep 1570/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.1587 | steps= 3 | loss=-5.7892
  Ep 1580/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1443 | steps=10 | loss=-0.2851
  Ep 1590/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1480 | steps= 4 | loss=-0.5860
  Ep 1600/5000 | task=hard_healthcare_complex        | score=0.2182 | avg20=0.1749 | steps=10 | loss=-0.1185
  Ep 1610/5000 | task=medium_subscription_overbill   | score=0.2250 | avg20=0.2296 | steps= 8 | loss=-1.1252
  Ep 1620/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2249 | steps= 5 | loss=0.2773
  Ep 1630/5000 | task=hard_ghost_vendor              | score=0.1280 | avg20=0.1684 | steps= 7 | loss=1.8811
  Ep 1640/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1855 | steps= 5 | loss=-0.6488
  Ep 1650/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2153 | steps= 3 | loss=-6.2419
  Ep 1660/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2805 | steps= 6 | loss=-4.0987
  Ep 1670/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.3632 | steps= 7 | loss=0.3915
  Ep 1680/5000 | task=hard_healthcare_complex        | score=0.6818 | avg20=0.3431 | steps= 9 | loss=-0.4659
  Ep 1690/5000 | task=medium_subscription_overbill   | score=0.1750 | avg20=0.3186 | steps=12 | loss=0.6540
  Ep 1700/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.3071 | steps= 5 | loss=0.1050
  Ep 1710/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2851 | steps=10 | loss=0.0793
  Ep 1720/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2829 | steps= 5 | loss=1.0270
  Ep 1730/5000 | task=easy_reject_no_po              | score=0.0571 | avg20=0.2130 | steps= 5 | loss=-1.6947
  Ep 1740/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1981 | steps= 7 | loss=0.6134
  Ep 1750/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2404 | steps= 4 | loss=-1.2411
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep1750.pt
  Ep 1760/5000 | task=hard_healthcare_complex        | score=0.2273 | avg20=0.2550 | steps= 9 | loss=-0.5452
  Ep 1770/5000 | task=medium_subscription_overbill   | score=0.1500 | avg20=0.2469 | steps=15 | loss=1.6546
  Ep 1780/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2407 | steps= 5 | loss=-0.4811
  Ep 1790/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1997 | steps= 6 | loss=-5.1891
  Ep 1800/5000 | task=medium_fx_currency_risk        | score=0.2500 | avg20=0.1754 | steps= 6 | loss=-4.1899
  Ep 1810/5000 | task=easy_reject_no_po              | score=0.0143 | avg20=0.2605 | steps= 8 | loss=0.9332
  Ep 1820/5000 | task=hard_multi_issue_fraud         | score=0.1097 | avg20=0.2790 | steps= 5 | loss=-5.2740
  Ep 1830/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2669 | steps= 4 | loss=-0.3919
  Ep 1840/5000 | task=hard_healthcare_complex        | score=0.6909 | avg20=0.2674 | steps= 8 | loss=-0.0949
  Ep 1850/5000 | task=medium_subscription_overbill   | score=0.2500 | avg20=0.3331 | steps= 6 | loss=-3.0231
  Ep 1860/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2893 | steps= 4 | loss=-0.0235
  Ep 1870/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1427 | steps=10 | loss=0.2570
  Ep 1880/5000 | task=medium_fx_currency_risk        | score=0.1875 | avg20=0.1619 | steps=11 | loss=-0.2875
  Ep 1890/5000 | task=easy_reject_no_po              | score=0.7286 | avg20=0.2460 | steps= 8 | loss=2.1846
  Ep 1900/5000 | task=hard_multi_issue_fraud         | score=0.2516 | avg20=0.2309 | steps= 7 | loss=-1.0316
  Ep 1910/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2104 | steps= 4 | loss=0.0026
  Ep 1920/5000 | task=hard_healthcare_complex        | score=0.1273 | avg20=0.2077 | steps= 5 | loss=-3.6340
  Ep 1930/5000 | task=medium_subscription_overbill   | score=0.2500 | avg20=0.1909 | steps= 6 | loss=-1.8226
  Ep 1940/5000 | task=easy_travel_approve            | score=0.4769 | avg20=0.2046 | steps= 6 | loss=-1.2382
  Ep 1950/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1911 | steps= 5 | loss=-5.8737
  Ep 1960/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2605 | steps= 5 | loss=1.1576
  Ep 1970/5000 | task=easy_reject_no_po              | score=0.0571 | avg20=0.3105 | steps= 5 | loss=-2.6348
  Ep 1980/5000 | task=hard_multi_issue_fraud         | score=0.2000 | avg20=0.2159 | steps=14 | loss=2.3833
  Ep 1990/5000 | task=medium_amount_mismatch         | score=0.2125 | avg20=0.2078 | steps= 8 | loss=-2.4573
  Ep 2000/5000 | task=hard_healthcare_complex        | score=0.1273 | avg20=0.2173 | steps= 5 | loss=-4.1717
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep2000.pt
  Ep 2010/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1918 | steps= 5 | loss=2.4760
  Ep 2020/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1433 | steps= 4 | loss=0.4838
  Ep 2030/5000 | task=hard_ghost_vendor              | score=0.2080 | avg20=0.0761 | steps= 5 | loss=-5.8469
  Ep 2040/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1495 | steps= 5 | loss=0.9201
  Ep 2050/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.1618 | steps= 3 | loss=-8.5520
  Ep 2060/5000 | task=hard_multi_issue_fraud         | score=0.2516 | avg20=0.2030 | steps= 7 | loss=-1.7343
  Ep 2070/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.2341 | steps= 5 | loss=0.2074
  Ep 2080/5000 | task=hard_healthcare_complex        | score=0.5818 | avg20=0.1651 | steps= 5 | loss=-2.3555
  Ep 2090/5000 | task=medium_subscription_overbill   | score=0.8625 | avg20=0.2068 | steps= 7 | loss=-0.8426
  Ep 2100/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2622 | steps= 4 | loss=0.0095
  Ep 2110/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2416 | steps= 6 | loss=-6.0187
  Ep 2120/5000 | task=medium_fx_currency_risk        | score=0.0125 | avg20=0.1615 | steps=15 | loss=0.6949
  Ep 2130/5000 | task=easy_reject_no_po              | score=0.0286 | avg20=0.2470 | steps= 6 | loss=-3.9964
  Ep 2140/5000 | task=hard_multi_issue_fraud         | score=0.2581 | avg20=0.3176 | steps= 6 | loss=-4.7511
  Ep 2150/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2074 | steps= 4 | loss=-1.3102
  Ep 2160/5000 | task=hard_healthcare_complex        | score=0.1091 | avg20=0.1730 | steps=20 | loss=0.1866
  Ep 2170/5000 | task=medium_subscription_overbill   | score=0.2375 | avg20=0.1514 | steps= 8 | loss=-3.3453
  Ep 2180/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1909 | steps= 4 | loss=0.4792
  Ep 2190/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1779 | steps= 6 | loss=-7.0155
  Ep 2200/5000 | task=medium_fx_currency_risk        | score=0.1750 | avg20=0.1326 | steps=14 | loss=0.0666
